name,latitude,longitude,verification_score
Yu Shang Hot Pot,49.263149,-123.125629,"matched: 84.88, ['YuShang Hot Pot', (49.263187, -123.1252458)]"
Twinkle Cube Cafe,49.1824873074,-123.1333101913,"not matched: 33.94, ['Kanae Yakiniku', (49.1824408, -123.1338959)]"
The Irish Heather,49.2828842,-123.1041375,"partially matched: 50.45, ['The Greek Gastown', (49.2830557, -123.1044882)]"
Sushi Mugen,49.2787454,-123.1282384,"matched: 97.0, ['Sushi Mugen', (49.2786686, -123.12829)]"
A&W,49.233707,-122.856296,not matched
John Casablancas Institute,49.284001,-123.1085749,"not matched: 32.41, ['Water Street Cafe', (49.2842334, -123.1090325)]"
Broadway Camera,49.1753535,-123.1324377,"not matched: 33.61, ['Lansdowne Express Lane', (49.1751966, -123.131887)]"
Pholicious,49.2842411,-123.1125785,"matched: 97.3, ['Pholicious', (49.284215, -123.112463)]"
H Tasting Lounge,49.292131,-123.129162,"not matched: 21.0, ['6 Degrees Eatery', (49.2916032, -123.1284752)]"
Homeplus Duct Cleaning,49.193484463,-122.8757413545,not matched
Royal City Jewellers & Loans,49.2038870637,-122.9068772085,"not matched: 23.26, ['New Westminster Police Department', (49.2036247, -122.9077638)]"
Papa John's Pizza,49.3358683,-123.0389345,"partially matched: 79.71, [""Papa John's"", (49.335939, -123.0390148)]"
Blenz Coffee,49.2819785489,-123.1333607624,"matched: 99.1, ['Blenz Coffee', (49.2819635, -123.1333845)]"
Chinatown BBQ,49.280294,-123.1015,"not matched: 48.13, ['DD Mau Chinatown', (49.2805364, -123.1009549)]"
Foret Noire Patisserie,49.2629809,-123.1104535,"not matched: 39.73, ['Aperture Coffee Bar', (49.2632666, -123.1105064)]"
The UPS Store,49.2081904,-123.1409042,"not matched: 39.02, ['Fighter Chicken', (49.2081277, -123.1407736)]"
Capilano Sushi,49.32443,-123.108171,"matched: 99.4, ['Capilano Sushi', (49.3244385, -123.1081907)]"
QS Supermarket,49.2566895,-123.0900944,"not matched: 26.96, ['Les Faux Bourgeois', (49.2572902, -123.0896916)]"
The Love Team Makeup and Hair,49.1951792321,-123.0901145831,not matched
Togo Sushi,49.2254192605,-122.9970227312,"matched: 86.5, ['Togo Sushi', (49.2257638, -122.9967208)]"
Shirtland Drycleaners,49.2827391,-123.0883609,"not matched: 14.92, ['Ed’s Daily', (49.2828686, -123.0896625)]"
ZUBU,49.234701,-123.156413,"partially matched: 70.0, ['ZUBU Ramen', (49.2346965, -123.156438)]"
Tofu Hotpot,49.1835596,-123.133584,"not matched: 26.55, [""Fisherman's Terrace Seafood Restaurant"", (49.183412, -123.1341756)]"
Cavalier Gastown,49.2829106651,-123.1099226181,"not matched: 35.68, ['Revolver', (49.2831716, -123.1094595)]"
Dysco Services,49.2723058766,-123.0959165096,"not matched: 20.81, ['Taco Del Mar', (49.2717323, -123.0948814)]"
Banana Leaf,49.2799227,-123.130249,"matched: 99.4, ['Banana Leaf', (49.2799326, -123.1302522)]"
Village Pet Food & Supplies,49.3504744,-123.2546522,"not matched: 47.35, ['Caulfeild Village', (49.3505844, -123.2546521)]"
Jordans Home,49.191623,-123.0819309,"not matched: 26.89, ['Popeyes', (49.1917333, -123.0811267)]"
Irashai Sushi,49.2344862,-123.1593285,"matched: 96.1, ['Irashai Sushi', (49.2344723, -123.1595022)]"
Bliss Bridal,49.201757,-122.90956,"not matched: 29.34, ['Big Star Sandwich Co.', (49.202219, -122.9093032)]"
Joe's Farm Market,49.2529858,-122.8981807,"not matched: 36.6, ['Green Leaf Sushi Cafe', (49.2532802, -122.8983104)]"
Wheat House Pizza,49.1705889268,-123.1395,"not matched: 40.68, ['4 Stones Vegetarian Cuisine', (49.1704984, -123.1394916)]"
Bonnie Lee Fishing Charters,49.2723448013,-123.1369632087,"matched: 83.68, ['Bonnie Lee Charters', (49.2722956, -123.136955)]"
Agora Cafe,49.2609227618,-123.2510235816,"partially matched: 74.0, ['Agora', (49.260953, -123.2510588)]"
Lush,49.279623,-122.798611,"not matched: 34.99, [""McDonald's"", (49.2797002, -122.7988456)]"
Richmond Olympic Experience,49.1743090086,-123.1510465001,not matched
Focus Physio + Wellness,49.2694559,-123.1069947,"not matched: 39.66, ['Bao Down', (49.26948, -123.1072592)]"
Six Hundred Four,49.2845455,-123.1088704,"not matched: 40.71, ['Gastown Steam Clock', (49.2843841, -123.10889)]"
Kokomo,49.2791942589,-123.0972858036,"matched: 98.2, ['Kokomo', (49.2791744, -123.0973495)]"
Free Geek Vancouver,49.2828321,-123.0675893,"matched: 97.9, ['Free Geek Vancouver', (49.2828816, -123.067539)]"
Subway,49.2633442,-123.1329176,"matched: 99.4, ['Subway', (49.263332, -123.1329176)]"
Qi Integrated Health,49.2652333,-123.144812,"not matched: 37.3, ['delhi6 Indian Bistro', (49.2653382, -123.1450262)]"
Haidilao,49.1708304,-123.1359529,"partially matched: 72.5, ['HaiDiLao Hot Pot', (49.1707675, -123.1358591)]"
Thai Basil,49.2802973,-123.1315906,"matched: 99.4, ['Thai Basil', (49.280291, -123.1315739)]"
Han Kook Meat Trading Ltd.,49.2317545,-123.0285868,"not matched: 49.97, ['Todak Todak Restaurant', (49.2317853, -123.028614)]"
Uncle Moe's Donair,49.2708304,-122.7900109,not matched
Green Timbers Pub,49.1696186,-122.8127638,"matched: 94.6, ['Green Timbers Pub', (49.1694895, -122.812628)]"
Yoga Spirit & Wellness,49.2635775,-122.9815558,"not matched: 20.98, ['Subway', (49.2641153, -122.981478)]"
De Dutch,49.272473586,-122.7890108126,"matched: 95.2, ['De Dutch', (49.2723413, -122.789067)]"
Norco John Henry Bikes,49.3095733,-123.0398388,not matched
Bello Wedding World,49.2564355,-123.1016016,"not matched: 29.67, ['Browns Crafthouse', (49.2564491, -123.1009185)]"
"Jesse Ho, DMD",49.2760155,-123.1196396,"not matched: 40.58, ['West Oak', (49.2763998, -123.119601)]"
Meetrice Noodle,49.1776257969,-123.1276963279,"matched: 96.7, ['MeetRice Noodle', (49.1776605, -123.1275693)]"
Jericho Shoe Repair,49.2682799384,-123.1867458037,"partially matched: 58.33, ['Jericho Pharmacy & Health Food Store', (49.2682847, -123.1867206)]"
Cube,49.1841117,-123.1335429,"not matched: 22.04, ['Aberdeen Centre', (49.1844445, -123.132854)]"
Fit For Women Gym,49.1850605,-122.8436452,"not matched: 28.0, ['Taste Of Punjab', (49.1845873, -122.843637)]"
Pizza Garden New Westminster,49.200825,-122.914068,"not matched: 37.14, ['Chicko Chicken', (49.2008834, -122.9140334)]"
Misako Hair Studio,49.2781,-123.1279804,"not matched: 35.61, ['Breka Bakery & Café', (49.278414, -123.1278962)]"
Babylon Café,49.2794811,-123.1240303,"matched: 89.98, ['Babylon Cafe', (49.2796131, -123.1239353)]"
Posh Hair Salon,49.2695356,-123.1400607,"partially matched: 53.47, ['Sushi HANABI', (49.269559, -123.139986)]"
Vespa Metro,49.2796151,-123.0769848,not matched
Pekoe Tea Lounge,49.2635289,-123.1239989,"not matched: 46.83, ['Halfday Flower and Tea', (49.2635155, -123.124026)]"
T&T Supermarket Osaka Store,49.1862473,-123.1333378,"not matched: 22.42, ['Hong Mao Restaurant', (49.1870173, -123.1331863)]"
Craftsman Collision,49.2082812,-123.1172455,not matched
Gold's Gym,49.2639025,-122.7694583,"not matched: 22.6, [""McDonald's"", (49.2635472, -122.7685769)]"
John Fluevog,49.2810183,-123.1206892,"not matched: 33.33, ['Burger King', (49.2811705, -123.120411)]"
Kitcho Izakaya,49.1787496,-123.1358621,"not matched: 40.26, ['Black Mill Tea', (49.1786845, -123.135528)]"
Kingsway Auto Detailing Centre,49.2662942,-123.0990714,not matched
Hilton Vancouver Metrotown,49.2289432379,-123.0043520294,"not matched: 44.61, ['S&W Pepper House', (49.2289206, -123.0043591)]"
Babylon Café,49.2876782,-123.1410182,"not matched: 35.56, [""Papi's Seafood and Oyster Bar"", (49.2877455, -123.1413359)]"
Bertacchi Italian Hatcrafter,49.2836049,-123.1067901,"not matched: 42.6, ['The Praguery', (49.2834894, -123.1067348)]"
Canadian Tire,49.1319988,-123.0977355,"not matched: 35.36, ['Ironwood', (49.1320393, -123.097658)]"
SOCRATES in the Heights,49.2811430405,-122.9983632267,"matched: 99.4, ['SOCRATES in the Heights', (49.2811282, -122.9983706)]"
Burrard Animal Hospital + Emergency,49.2635186,-123.1454799,"not matched: 37.07, ['Happy Lamb Hot Pot', (49.263541, -123.1451)]"
Pearl Dental Whitening Boutique,49.2572381,-123.1392594,"not matched: 29.73, ['The Rise Eatery', (49.2577322, -123.1390746)]"
Anytime Fitness,49.1191294969,-122.8893585712,"not matched: 33.17, ['Spice of Punjab', (49.1187699, -122.8892974)]"
Cherry's Food House,49.177903,-123.127564,"matched: 90.1, [""Cherry's Food House"", (49.1781894, -123.1276785)]"
Yuji's From Japan,49.2678978,-123.1857435,"matched: 87.1, [""Yuji's from Japan"", (49.2682379, -123.1860064)]"
Flavor Balance Espresso Bar,49.2120408,-122.9205503,"not matched: 38.37, ['Sixth Street', (49.2120398, -122.9204)]"
Dental Clinic at Robson,49.2889323,-123.131453,"not matched: 45.06, ['Liuyishou Hotpot Robson', (49.2890376, -123.1320221)]"
Nao Sushi,49.2182508,-122.9585048,"matched: 99.4, ['Nao Sushi', (49.2182407, -122.9585264)]"
Ta Bom Korean Cuisine,49.2486992,-122.8639442,"not matched: 44.84, ['Chicko Chicken', (49.2488403, -122.8637712)]"
Kelly O'Bryan's & Carlos O'Bryan's Pub,49.2008057,-122.9117007,"partially matched: 67.16, [""Kelly O'Bryans Restaurant"", (49.2008416, -122.9115919)]"
Clubcard Printing,49.2830418,-123.1063902,"not matched: 38.32, ['La Casita', (49.283064, -123.106967)]"
Rosarito Burrito,49.2821156,-123.1341446,"matched: 93.96, [""Rosarito's Burrito"", (49.282131, -123.134155)]"
The Pit,49.2665309147,-123.2501842186,"matched: 98.2, ['The Pit', (49.2665769, -123.2501701)]"
City Pooch Dog Spa,49.213839,-122.9884552,"not matched: 17.07, ['Subway', (49.214159, -122.9890244)]"
Boston Pizza,49.2818577,-123.1234686,"not matched: 34.85, ['Pacifico Pizzeria & Ristorante', (49.2818326, -123.124023)]"
Fit4Less,49.2888135,-123.1234766,"not matched: 22.27, ['Shoppers Drug Mart', (49.2883499, -123.1238793)]"
A&W,49.273979,-123.098073,"matched: 99.1, ['A&W', (49.2739585, -123.0980509)]"
Mercedes-Benz Collision Centre,49.1843031283,-123.1011823773,not matched
One More Thai,49.1333200178,-122.8898164909,"not matched: 28.45, ['Aura Orthodontics', (49.1338641, -122.8899466)]"
La Quinta Inn Vancouver Airport,49.1782301,-123.1272889,"not matched: 39.52, ['Tang Vietnamese Restaurant & Bar', (49.1784635, -123.12746)]"
The Wicklow Public House,49.2687333,-123.118775,"partially matched: 75.17, ['The Wicklow Pub', (49.2687109, -123.1186399)]"
Kami Strawberry Hill Japanese Restaurant,49.1364302,-122.8890865,"not matched: 37.19, [""Nando's"", (49.1364128, -122.889114)]"
Modern Shoe Renew,49.3246045,-123.0725224,"not matched: 30.1, ['Lionsgate Pizza', (49.3248856, -123.0720621)]"
Muttley Crew Adventures,49.3251744,-123.095718,not matched
Starbucks,49.2838137,-122.8272938,"matched: 84.7, ['Starbucks', (49.2837737, -122.8279837)]"
Lonsdale Flooring,49.306089,-123.0362459,"not matched: 21.36, [""McDonald's"", (49.3066775, -123.0365159)]"
Dandy Barber,49.263821,-123.1015931,"not matched: 48.91, ['8 and a 1/2 Restaurant', (49.2638164, -123.1016653)]"
Red Burrito,49.3218356,-123.0725998,"matched: 98.5, ['Red Burrito', (49.3218623, -123.0725524)]"
Deas Island Regional Park,49.121874,-123.063805,not matched
La Differencia,49.284236,-123.107564,"not matched: 41.34, ['131 Water Kitchen & Bar', (49.284169, -123.1073434)]"
Freshslice Pizza,49.2740407,-123.1221763,"matched: 97.6, ['Freshslice Pizza', (49.2740753, -123.1220882)]"
Wanderlust Travel Store,49.268235,-123.1486781,"not matched: 38.79, ['Freshii', (49.2682522, -123.1486085)]"
Ricky's All Day Grill,49.1650337,-122.8006456,"not matched: 28.21, ['Shoppers Drug Mart', (49.1654506, -122.8009167)]"
Kal Tire,49.2706377,-123.1002055,"not matched: 29.91, ['Railtown Café', (49.2703779, -123.1009077)]"
Sugarfina,49.2819563,-123.120054,"not matched: 35.17, ['Burger King', (49.2811705, -123.120411)]"
Orto Artisan Pasta,49.3231065042,-123.1019105084,"matched: 97.6, ['Orto Artisan Pasta', (49.3230668, -123.102002)]"
Buckets Ice Cream,49.2553367,-123.1010342,"matched: 98.8, ['Buckets Ice Cream', (49.2553503, -123.1010809)]"
Top of Vancouver Revolving Restaurant,49.2846966,-123.1119349,"not matched: 39.09, ['Simon Fraser University - Vancouver Campus', (49.2844778, -123.1123491)]"
Murchie's Tea & Coffee,49.286249,-123.1150079,"not matched: 32.22, ['Starbucks', (49.2859592, -123.1152363)]"
Famoso Neapolitan Pizzeria,49.1886537546,-122.8021314765,"matched: 93.5, ['Famoso Napolitan Pizzeria', (49.1885348, -122.8021256)]"
After Five Fashion,49.168634,-123.139004,not matched
Triniti Laser Clinic & Medi Spa,49.2076559,-122.9138123,not matched
Columbia Integrated Health Centre,49.2019925,-122.9085817,"not matched: 40.54, ['Old Crow Coffee Co.', (49.2022005, -122.9085673)]"
Ridge Garden Restaurant,49.2509887,-123.1678406,"partially matched: 69.37, ['Ridge Garden', (49.2508148, -123.1680215)]"
Splash Swim and Cruise,49.2681884,-123.1713179,"not matched: 32.37, ['Artistry Coffee Shop & Bistro', (49.2685244, -123.1709004)]"
ChongQing Restaurant,49.1527842,-122.8899118,"partially matched: 62.55, ['Chongqing', (49.1524881, -122.8900312)]"
Afghan Chopan Restaurant,49.1654853821,-123.1363296509,not matched
Shoppers Drug Mart,49.263542,-123.1447032,"matched: 99.4, ['Shoppers Drug Mart', (49.263551, -123.1447237)]"
Mac Place,49.3129920959,-123.0777664185,"partially matched: 50.65, ['Radiance Dental Centre', (49.3130055, -123.077785)]"
Round-Up Cafe,49.1926051,-122.8457319,"matched: 97.9, ['Round-Up Cafe', (49.1925895, -122.8456456)]"
Sorella,49.2553899,-123.1154414,"not matched: 38.48, ['Pho Xe Lua 24', (49.2554118, -123.1149559)]"
Chatters Hair Salon,49.325267,-123.136081,"not matched: 27.93, ['Starbucks', (49.3254284, -123.1367676)]"
Man Cave Barber Shop - Yaletown,49.2761738,-123.1194369,"not matched: 49.0, ['The Keg Steakhouse + Bar - Yaletown', (49.2765618, -123.1193697)]"
Jetside Bar,49.1949175,-123.1760053,"not matched: 13.75, ['Starbucks', (49.1950338, -123.1772197)]"
Western Independent Greenhouses,49.1959659,-122.96163,not matched
Fast Cell Repair,49.262313,-123.096894,"not matched: 31.2, ['Chai69 Café', (49.2624078, -123.0974626)]"
False Creek Eye Care Optometry,49.2638386,-123.1222888,"not matched: 37.25, [""Tony's Coffee"", (49.2636404, -123.1220797)]"
White Spot,49.2663969,-123.0139369,"matched: 97.9, ['White Spot', (49.2664116, -123.014025)]"
Davie Dosa Company,49.282163,-123.133735,"matched: 99.1, ['Davie Dosa Company', (49.2821447, -123.1337057)]"
Yu Ki BBQ Kitchen ,49.2256543,-123.0543547,"matched: 93.38, ['Yu Ki BBQ Kitchen', (49.2255504, -123.0542783)]"
Parliament Interiors,49.2841376,-123.106777,"not matched: 40.94, ['Prado', (49.2841207, -123.1069471)]"
Cleopatra Lash Lounge And Brow Bar,49.3282536,-123.1616422,"not matched: 40.75, ['Panago Pizza', (49.3281822, -123.1617971)]"
Meenus Beauty Salon,49.2264778,-123.1018157,"not matched: 36.72, [""Naz's Pharmacy"", (49.2265082, -123.101369)]"
"Edgemont Fine Wines, Spirits & Ales",49.3368589,-123.1006968,"partially matched: 55.6, ['Edgemont', (49.3370418, -123.100777)]"
RBC Royal Bank,49.2488816,-123.1854742,"partially matched: 60.9, ['RBC', (49.2488887, -123.1854608)]"
Eddie's Hang-Up Display,49.268073,-123.106022,not matched
Oak Animal Hospital,49.2510610267,-123.1271215117,"not matched: 35.52, ['Subway', (49.2509753, -123.1270905)]"
Zennkai Salon,49.2815376,-123.1193557,"not matched: 35.63, ['Lennox Pub', (49.281145, -123.119819)]"
Delany's Coffee,49.3362109031,-123.0387553999,"not matched: 36.98, [""Papa John's"", (49.335939, -123.0390148)]"
Beeryani Indian Bistro & Bar,49.2872573,-123.14123,"not matched: 42.72, ['The Park at English Bay', (49.2869536, -123.1410819)]"
Save On Foods,49.130825,-122.8927221,"not matched: 25.27, ['Scottsdale', (49.1313803, -122.892251)]"
Waves Coffee House,49.280907,-123.0112248,"matched: 82.47, ['Waves Coffee', (49.2808856, -123.011264)]"
Yi Fang,49.2909587239,-123.1341272593,"not matched: 44.55, ['YiFang Taiwan Fruit Tea', (49.290842, -123.1342117)]"
BC Liquor Store,49.234375,-123.1538495,"not matched: 35.93, ['Chase Tea', (49.2346961, -123.153812)]"
Sushi Dragon,49.2630952,-123.1182667,"matched: 98.5, ['Sushi Dragon', (49.2631147, -123.1182125)]"
Absolute Spa at River Rock Casino Resort,49.1962544,-123.1276811,not matched
Mega Sushi,49.1266885824,-123.1906573745,"matched: 98.8, ['Mega Sushi', (49.1266591, -123.1906415)]"
Ga Hyang Ru,49.3191106,-123.0727015,"matched: 97.6, ['Ga Hyang Ru', (49.3190471, -123.0726675)]"
Model Express,49.28216,-123.10651,"not matched: 40.11, ['Moltaqa', (49.2819798, -123.1063174)]"
Bur-Han Garden and Lawn Care,49.3063959,-123.0158693,"not matched: 28.43, [""Barcelo's Flame Grilled Chicken"", (49.3058854, -123.0163609)]"
Soirette,49.2898321,-123.1278711,"not matched: 20.91, ['Kiku Sushi Restaurant', (49.2892662, -123.1269369)]"
Thai Son Restaurant,49.2044404,-123.1394509,"matched: 97.6, ['Thai Son Restaurant', (49.204456, -123.1393553)]"
Freshii,49.2872573,-123.1247192,"matched: 88.9, ['Freshii', (49.2869324, -123.1246607)]"
C Fruit Life,49.2267160129,-122.9929260537,"not matched: 36.48, ['Chongqing Qing Qin-Ma Hot Pot Restaurant', (49.2265741, -122.9930695)]"
MacGillycuddy's For Little People,49.2427084,-123.1705222,not matched
Apna Chaat House,49.139607,-122.890066,"partially matched: 70.3, ['Apna Chaat House', (49.1390015, -122.8890829)]"
Gee! Taste Good,49.1839882,-123.1266499,"not matched: 33.78, ['Shun Xin Restaurant', (49.1837251, -123.1267119)]"
Prestons Restaurant + Lounge Vancouver,49.2882192,-123.1222259,"matched: 85.01, ['Prestons Restaurant + Lounge', (49.28822, -123.122313)]"
Swallow Tail Culinary Tours,49.2530601,-123.0941711,not matched
Metrotown Mazda,49.2224303,-122.9798588,"not matched: 18.45, ['Hanwoori Korean Restaurant', (49.2217132, -122.9806709)]"
China World Supermarket,49.1823813366,-123.1251791792,"not matched: 17.49, ['Garden City Hot Pot', (49.1831403, -123.1249702)]"
Life & Colour Salon,49.2777500892,-123.0985217299,"not matched: 40.53, ['Harvest Community Foods', (49.2777456, -123.0980833)]"
Synergy Mortgage,49.2635975,-123.1213494,"not matched: 46.67, ['Dynasty Seafood Restaurant', (49.2637006, -123.1214739)]"
Greek Village,49.1478459067,-122.8906193193,"not matched: 23.21, ['New Orleans', (49.1472792, -122.891613)]"
Pizza Hut,49.2293869,-123.0903305,"matched: 96.1, ['Pizza Hut', (49.2293878, -123.0904982)]"
Save On Foods,49.2547899,-123.2365047,"not matched: 37.72, ['Starbucks', (49.2547323, -123.236635)]"
Burcu's Angels,49.2812879,-123.0487516336,"not matched: 41.26, ['Bao Chau', (49.2812502, -123.0486144)]"
Pearl Castle Cafe,49.168767,-123.139182,not matched
Paradise Vegetarian Noodle House,49.2307988637,-122.906421553,"not matched: 41.53, ['Pizza Pizzria', (49.2308376, -122.906467)]"
7-Eleven,49.2829695096,-123.1150996685,"not matched: 38.22, ['Peaceful Restaurant', (49.282833, -123.115419)]"
Morris Notary,49.2848666,-123.1105007,"not matched: 35.37, ['MoMo Sushi', (49.2847075, -123.1100401)]"
Grandt Kitchen,49.2395789831,-123.030956227,"partially matched: 72.58, ['852 Kitchen', (49.2396171, -123.0309028)]"
Chipotle Mexican Grill,49.3278679,-123.1394488,"partially matched: 65.52, ['Chipotle', (49.3278002, -123.1395422)]"
Studio D Hair Salon,49.2312488,-123.0903679,"partially matched: 50.54, ['Tim Hortons', (49.2311162, -123.090421)]"
Oh! Zzhu Sam,49.2219563,-122.9445863,"partially matched: 70.0, ['Oh! Zzhu Sam Korean Restaurant', (49.2219541, -122.9446036)]"
Blue Hat Bistro,49.2697681,-123.137768,"not matched: 41.5, ['Pacific Institute Of Culinary Arts', (49.2698201, -123.1377596)]"
Young Bean Korean BBQ,49.2319377,-122.8922136,"not matched: 18.48, ['Donair Town', (49.2313372, -122.893215)]"
North Shore Auto Wash,49.3051224,-123.0320346,"not matched: 30.02, ['A&W', (49.3053018, -123.0316749)]"
Kensington Medical Clinic,49.2794812639,-122.9682338157,"matched: 99.1, ['Kensington Medical Clinic', (49.2794738, -122.9682057)]"
Havana,49.273708,-123.069271,"matched: 97.9, ['Havana', (49.273703, -123.0693627)]"
The Bombay Sweets,49.2664683,-122.7781934,"not matched: 35.18, ['The Kebob House', (49.2670676, -122.7774757)]"
D. Mehta and Associates Notaries Public,49.263822,-123.136468,"not matched: 38.51, ['Masa Japanese Restaurant', (49.263431, -123.1365721)]"
Oxygen Yoga & Fitness,49.200807,-122.918838,"not matched: 28.12, ['Boston Pizza', (49.2005315, -122.9182651)]"
Nooru Mahal,49.2460302,-123.08996,"not matched: 35.35, ['Masayoshi', (49.2458146, -123.0900087)]"
Unleashed Dog Spa,49.2519203,-123.127245,"not matched: 39.7, ['Pallet Coffee Roasters', (49.2515901, -123.1272753)]"
Blazing Sushi,49.2802115075,-123.1069613344,"matched: 88.3, ['Blazing Sushi', (49.279869, -123.1068827)]"
Hercules Hair & Beauty Salon,49.2329058,-123.0329354,"not matched: 43.96, ['Fortune Lamb Dining', (49.232883, -123.0331425)]"
Threads Fashion Alterations,49.2571571,-123.1148254,"not matched: 42.3, ['Nabebugyo Hot Pot Cuisine', (49.2570082, -123.1148128)]"
McDonald's,49.2906798162,-123.1338321324,"matched: 97.9, [""McDonald's"", (49.2906218, -123.133851)]"
Protec Electrical Services,49.2065275,-122.9023064,not matched
Masayoshi,49.2457989,-123.0900391,"matched: 99.1, ['Masayoshi', (49.2458146, -123.0900087)]"
The Poke Shop,49.2842679,-123.1091169,"not matched: 47.53, ['Water Street Cafe', (49.2842334, -123.1090325)]"
75 West Coast Grill,49.170509,-123.140563,"matched: 96.1, ['75 West Coast Grill', (49.1704108, -123.1404738)]"
Knight Street Cafe,49.2496779,-123.0762965,"matched: 99.1, ['Knight Street Cafe', (49.2496987, -123.0762996)]"
Pacific Institute of Culinary Arts,49.269877,-123.137902,"matched: 96.1, ['Pacific Institute Of Culinary Arts', (49.2698201, -123.1377596)]"
Pony Salon,49.2823832,-123.1029782,"not matched: 34.9, ['La Mezcaleria', (49.2821995, -123.1027434)]"
Ramen Gojiro,49.2824997,-123.1144563,"matched: 99.1, ['Ramen Gojiro', (49.2825244, -123.1144591)]"
Freshslice Pizza,49.2266807,-123.0905333,"matched: 99.4, ['Freshslice Pizza', (49.2266714, -123.0905213)]"
Elliot Tan - Oakwyn Realtor,49.257138,-123.1272396,"not matched: 39.31, ['16th Avenue Cafe', (49.256999, -123.1270226)]"
Sushi King House,49.2116627,-123.1401882,"matched: 99.4, ['Sushi King House', (49.2116748, -123.1401802)]"
Home Effects Furniture & Mattresses,49.2681433,-123.1461548,"not matched: 41.31, ['Seaside Dental Centre', (49.2681549, -123.1466069)]"
Kishimoto Japanese Kitchen,49.2667364,-123.0694112,"partially matched: 65.26, ['Kishimoto', (49.2666995, -123.0695093)]"
C4 Maid Service,49.2789405,-123.1227909,"not matched: 38.91, ['The Beaver Taphouse', (49.2789269, -123.1231338)]"
Mei Jan Hong Beef Jerky,49.1841117,-123.1335429,"not matched: 28.44, ['Aberdeen Centre', (49.1844445, -123.132854)]"
Minuteman Press,49.2772062321,-123.1311909676,"not matched: 32.85, [""RV's Butter Kitchen"", (49.2769091, -123.1307701)]"
Fabricland,49.2105587,-123.0716247,not matched
7 Days Coffee,49.2759510921,-123.1161477003,"matched: 83.09, ['7Days Coffee', (49.276166, -123.1157038)]"
The Rock Chute Inn,49.365495,-122.948262,not matched
North Garden Restaurant,49.261465,-122.888345,"not matched: 46.18, ['Burquilam Community Police Station', (49.2615072, -122.8882397)]"
Kevin & Kevin,49.2804523,-123.0971844,"matched: 99.7, ['Kevin & Kevin', (49.2804552, -123.0971779)]"
Green & Oak Malaysian Restaurant,49.2809686,-123.0219057,"matched: 99.7, ['Green & Oak Malaysian Restaurant', (49.2809713, -123.021901)]"
Hip Baby,49.2680001,-123.1531003,"not matched: 34.42, ['CIBC', (49.2680039, -123.1525845)]"
Opus  - Downtown Vancouver,49.2846966,-123.1119349,"not matched: 46.39, ['Simon Fraser University - Vancouver Campus', (49.2844778, -123.1123491)]"
Canadian Tire,49.3077943,-123.0351466,not matched
Paris Bakery,49.2720109,-123.0697678,"not matched: 44.02, ['Harbour Oyster + Bar', (49.2719391, -123.0694126)]"
Rudy & Peter Motors,49.2690493,-123.0995948,"not matched: 14.13, ['The Narrow Lounge', (49.2683292, -123.1003762)]"
Airport Husky Market,49.1913659398,-123.1239405877,not matched
E:cle,49.284437,-123.1108599,"not matched: 29.13, ['Red Room', (49.2842279, -123.1113795)]"
The Dime,49.2708234,-123.0699196,"matched: 96.7, ['The Dime', (49.2707953, -123.0697877)]"
Jordani Motors,49.2806297,-122.9621837,"not matched: 32.59, ['East Hastings Return-It Bottle Depot', (49.2805362, -122.9616372)]"
Cardero's Restaurant & Marine Pub,49.2914561358,-123.1275758415,"partially matched: 60.16, [""Cardero's"", (49.2915693, -123.1275164)]"
OMG it's small,49.3240235,-123.1136708,"not matched: 26.73, ['Norgate Animal Hospital', (49.3233486, -123.1141522)]"
Ming Tak Hong Kong Style Restaurant,49.2108334,-123.1407047,"partially matched: 62.25, ['Talay Thai Restaurant', (49.2107727, -123.1406781)]"
Save On Foods,49.3095749,-123.0423102,"not matched: 28.39, ['Shoppers Drug Mart', (49.310063, -123.0422876)]"
Sciué Italian Bakery Caffé,49.2852619,-123.1164446,"partially matched: 55.92, ['Sciué', (49.2852547, -123.1162397)]"
Freshslice Pizza,49.1400926103,-123.1383247967,"partially matched: 75.48, ['Yummy Slice Pizza', (49.1400974, -123.138326)]"
MAX Dental in Yaletown,49.2761696,-123.1153662,"not matched: 37.34, ['Pho Khanh', (49.2762561, -123.1155406)]"
Save-On-Foods,49.224262,-122.8926364,"not matched: 35.32, [""Steve's Poké Bar"", (49.2244623, -122.8921382)]"
YYoga Park Royal,49.3266557258,-123.1371053716,"not matched: 34.99, ['The Keg Steakhouse + Bar', (49.3267728, -123.1375094)]"
Off The Rail Brewing,49.2778529,-123.0759839,"partially matched: 73.72, ['Off The Rail Tasting Room', (49.2777606, -123.0760415)]"
Montgomery Moving,49.2693865,-123.0629341,not matched
Heritage Hall,49.2572483,-123.1008704,"not matched: 37.9, ['Five Point', (49.2571036, -123.1008894)]"
Maru Korean Bistro,49.3120844,-123.0770783,"matched: 97.6, ['Maru Korean Bistro', (49.312149, -123.0770359)]"
Sushi Bar Kilala,49.2811517066,-122.9956357637,"matched: 98.8, ['Sushi Bar Kilala', (49.2811723, -122.9955983)]"
Hoi An Cafe,49.2388048,-123.0651262,"matched: 98.8, ['Hoi An Cafe', (49.2388325, -123.0650972)]"
Chengdu Spicy Restaurant,49.178588,-123.1298,"matched: 95.5, ['Chengdu Spicy Restaurant', (49.1784638, -123.1298745)]"
